Rank,Equivalence,5_6_poker,5_7_poker,5_8_poker,hand,classification,Description,product
1709,64,1024,6072,15600,K K K T 6,3K,Three Kings,12815209
1710,64,768,3036,3900,K K K T 5,3K,Three Kings,8155133
1711,64,512,1012,0,K K K T 4,3K,Three Kings,5825095
1712,64,256,0,0,K K K T 3,3K,Three Kings,3495057
1713,64,0,0,0,K K K T 2,3K,Three Kings,2330038
1714,64,1536,15180,74100,K K K 9 8,3K,Three Kings,16360919
1715,64,1280,10120,39000,K K K 9 7,3K,Three Kings,12511291
1716,64,1024,6072,15600,K K K 9 6,3K,Three Kings,10586477
1717,64,768,3036,3900,K K K 9 5,3K,Three Kings,6736849
1718,64,512,1012,0,K K K 9 4,3K,Three Kings,4812035
1719,64,256,0,0,K K K 9 3,3K,Three Kings,2887221
1720,64,0,0,0,K K K 9 2,3K,Three Kings,1924814
1721,64,1280,10120,35100,K K K 8 7,3K,Three Kings,11194313
1722,64,1024,6072,15600,K K K 8 6,3K,Three Kings,9472111
1723,64,768,3036,3900,K K K 8 5,3K,Three Kings,6027707
1724,64,512,1012,0,K K K 8 4,3K,Three Kings,4305505
1725,64,256,0,0,K K K 8 3,3K,Three Kings,2583303
1726,64,0,0,0,K K K 8 2,3K,Three Kings,1722202
1727,64,1024,6072,11700,K K K 7 6,3K,Three Kings,7243379
1728,64,768,3036,3900,K K K 7 5,3K,Three Kings,4609423
1729,64,512,1012,0,K K K 7 4,3K,Three Kings,3292445
1730,64,256,0,0,K K K 7 3,3K,Three Kings,1975467
1731,64,0,0,0,K K K 7 2,3K,Three Kings,1316978
1732,64,768,3036,0,K K K 6 5,3K,Three Kings,3900281
1733,64,512,1012,0,K K K 6 4,3K,Three Kings,2785915
1734,64,256,0,0,K K K 6 3,3K,Three Kings,1671549
1735,64,0,0,0,K K K 6 2,3K,Three Kings,1114366
1736,64,512,1012,0,K K K 5 4,3K,Three Kings,1772855
1737,64,256,0,0,K K K 5 3,3K,Three Kings,1063713
1738,64,0,0,0,K K K 5 2,3K,Three Kings,709142
1739,64,256,0,0,K K K 4 3,3K,Three Kings,759795
1740,64,0,0,0,K K K 4 2,3K,Three Kings,506530
1741,64,0,0,0,K K K 3 2,3K,Three Kings,303918
1742,64,2560,44528,436800,Q Q Q A K,3K,Three Queens,45192947
1743,64,2304,36432,323700,Q Q Q A J,3K,Three Queens,35421499
1744,64,2048,28336,218400,Q Q Q A T,3K,Three Queens,28092913
1745,64,1792,21252,136500,Q Q Q A 9,3K,Three Queens,23207189
1746,64,1536,15180,78000,Q Q Q A 8,3K,Three Queens,20764327
1747,64,1280,10120,39000,Q Q Q A 7,3K,Three Queens,15878603
1748,64,1024,6072,15600,Q Q Q A 6,3K,Three Queens,13435741
1749,64,768,3036,0,Q Q Q A 5,3K,Three Queens,8550017
1750,64,512,1012,0,Q Q Q A 4,3K,Three Queens,6107155
1751,64,256,0,0,Q Q Q A 3,3K,Three Queens,3664293
1752,64,0,0,0,Q Q Q A 2,3K,Three Queens,2442862
1753,64,2304,35420,300300,Q Q Q K J,3K,Three Queens,31965743
1754,64,2048,28336,218400,Q Q Q K T,3K,Three Queens,25352141
1755,64,1792,21252,136500,Q Q Q K 9,3K,Three Queens,20943073
1756,64,1536,15180,78000,Q Q Q K 8,3K,Three Queens,18738539
1757,64,1280,10120,39000,Q Q Q K 7,3K,Three Queens,14329471
1758,64,1024,6072,15600,Q Q Q K 6,3K,Three Queens,12124937
1759,64,768,3036,3900,Q Q Q K 5,3K,Three Queens,7715869
1760,64,512,1012,0,Q Q Q K 4,3K,Three Queens,5511335
1761,64,256,0,0,Q Q Q K 3,3K,Three Queens,3306801
1762,64,0,0,0,Q Q Q K 2,3K,Three Queens,2204534
1763,64,2048,27324,195000,Q Q Q J T,3K,Three Queens,19870597
1764,64,1792,21252,136500,Q Q Q J 9,3K,Three Queens,16414841
1765,64,1536,15180,78000,Q Q Q J 8,3K,Three Queens,14686963
1766,64,1280,10120,39000,Q Q Q J 7,3K,Three Queens,11231207
1767,64,1024,6072,15600,Q Q Q J 6,3K,Three Queens,9503329
1768,64,768,3036,3900,Q Q Q J 5,3K,Three Queens,6047573
1769,64,512,1012,0,Q Q Q J 4,3K,Three Queens,4319695
1770,64,256,0,0,Q Q Q J 3,3K,Three Queens,2591817
1771,64,0,0,0,Q Q Q J 2,3K,Three Queens,1727878
1772,64,1792,21252,132600,Q Q Q T 9,3K,Three Queens,13018667
1773,64,1536,15180,78000,Q Q Q T 8,3K,Three Queens,11648281
1774,64,1280,10120,39000,Q Q Q T 7,3K,Three Queens,8907509
1775,64,1024,6072,15600,Q Q Q T 6,3K,Three Queens,7537123
1776,64,768,3036,3900,Q Q Q T 5,3K,Three Queens,4796351
1777,64,512,1012,0,Q Q Q T 4,3K,Three Queens,3425965
1778,64,256,0,0,Q Q Q T 3,3K,Three Queens,2055579
1779,64,0,0,0,Q Q Q T 2,3K,Three Queens,1370386
1780,64,1536,15180,74100,Q Q Q 9 8,3K,Three Queens,9622493
1781,64,1280,10120,39000,Q Q Q 9 7,3K,Three Queens,7358377
1782,64,1024,6072,15600,Q Q Q 9 6,3K,Three Queens,6226319
1783,64,768,3036,3900,Q Q Q 9 5,3K,Three Queens,3962203
1784,64,512,1012,0,Q Q Q 9 4,3K,Three Queens,2830145
1785,64,256,0,0,Q Q Q 9 3,3K,Three Queens,1698087
1786,64,0,0,0,Q Q Q 9 2,3K,Three Queens,1132058
1787,64,1280,10120,35100,Q Q Q 8 7,3K,Three Queens,6583811
1788,64,1024,6072,15600,Q Q Q 8 6,3K,Three Queens,5570917
1789,64,768,3036,3900,Q Q Q 8 5,3K,Three Queens,3545129
1790,64,512,1012,0,Q Q Q 8 4,3K,Three Queens,2532235
1791,64,256,0,0,Q Q Q 8 3,3K,Three Queens,1519341
1792,64,0,0,0,Q Q Q 8 2,3K,Three Queens,1012894
1793,64,1024,6072,11700,Q Q Q 7 6,3K,Three Queens,4260113
1794,64,768,3036,3900,Q Q Q 7 5,3K,Three Queens,2710981
1795,64,512,1012,0,Q Q Q 7 4,3K,Three Queens,1936415
1796,64,256,0,0,Q Q Q 7 3,3K,Three Queens,1161849
1797,64,0,0,0,Q Q Q 7 2,3K,Three Queens,774566
1798,64,768,3036,0,Q Q Q 6 5,3K,Three Queens,2293907
1799,64,512,1012,0,Q Q Q 6 4,3K,Three Queens,1638505
1800,64,256,0,0,Q Q Q 6 3,3K,Three Queens,983103
1801,64,0,0,0,Q Q Q 6 2,3K,Three Queens,655402
1802,64,512,1012,0,Q Q Q 5 4,3K,Three Queens,1042685
1803,64,256,0,0,Q Q Q 5 3,3K,Three Queens,625611
1804,64,0,0,0,Q Q Q 5 2,3K,Three Queens,417074
1805,64,256,0,0,Q Q Q 4 3,3K,Three Queens,446865
1806,64,0,0,0,Q Q Q 4 2,3K,Three Queens,297910
1807,64,0,0,0,Q Q Q 3 2,3K,Three Queens,178746
1808,64,2560,44528,436800,J J J A K,3K,Three Jacks,36998113
1809,64,2304,36432,323700,J J J A Q,3K,Three Jacks,30998419
1810,64,2048,28336,214500,J J J A T,3K,Three Jacks,22998827
1811,64,1792,21252,136500,J J J A 9,3K,Three Jacks,18999031
1812,64,1536,15180,78000,J J J A 8,3K,Three Jacks,16999133
1813,64,1280,10120,39000,J J J A 7,3K,Three Jacks,12999337
1814,64,1024,6072,15600,J J J A 6,3K,Three Jacks,10999439
1815,64,768,3036,0,J J J A 5,3K,Three Jacks,6999643
1816,64,512,1012,0,J J J A 4,3K,Three Jacks,4999745
1817,64,256,0,0,J J J A 3,3K,Three Jacks,2999847
1818,64,0,0,0,J J J A 2,3K,Three Jacks,1999898
1819,64,2304,35420,300300,J J J K Q,3K,Three Jacks,27974183
1820,64,2048,28336,214500,J J J K T,3K,Three Jacks,20755039
1821,64,1792,21252,136500,J J J K 9,3K,Three Jacks,17145467
1822,64,1536,15180,78000,J J J K 8,3K,Three Jacks,15340681
1823,64,1280,10120,39000,J J J K 7,3K,Three Jacks,11731109
1824,64,1024,6072,15600,J J J K 6,3K,Three Jacks,9926323
1825,64,768,3036,3900,J J J K 5,3K,Three Jacks,6316751
1826,64,512,1012,0,J J J K 4,3K,Three Jacks,4511965
1827,64,256,0,0,J J J K 3,3K,Three Jacks,2707179
1828,64,0,0,0,J J J K 2,3K,Three Jacks,1804786
1829,64,2048,27324,195000,J J J Q T,3K,Three Jacks,17389357
1830,64,1792,21252,136500,J J J Q 9,3K,Three Jacks,14365121
1831,64,1536,15180,78000,J J J Q 8,3K,Three Jacks,12853003
1832,64,1280,10120,39000,J J J Q 7,3K,Three Jacks,9828767
1833,64,1024,6072,15600,J J J Q 6,3K,Three Jacks,8316649
1834,64,768,3036,3900,J J J Q 5,3K,Three Jacks,5292413
1835,64,512,1012,0,J J J Q 4,3K,Three Jacks,3780295
1836,64,256,0,0,J J J Q 3,3K,Three Jacks,2268177
1837,64,0,0,0,J J J Q 2,3K,Three Jacks,1512118
1838,64,1792,20240,117000,J J J T 9,3K,Three Jacks,10657993
1839,64,1536,15180,78000,J J J T 8,3K,Three Jacks,9536099
1840,64,1280,10120,39000,J J J T 7,3K,Three Jacks,7292311
1841,64,1024,6072,15600,J J J T 6,3K,Three Jacks,6170417
1842,64,768,3036,3900,J J J T 5,3K,Three Jacks,3926629
1843,64,512,1012,0,J J J T 4,3K,Three Jacks,2804735
1844,64,256,0,0,J J J T 3,3K,Three Jacks,1682841
1845,64,0,0,0,J J J T 2,3K,Three Jacks,1121894
1846,64,1536,15180,74100,J J J 9 8,3K,Three Jacks,7877647
1847,64,1280,10120,39000,J J J 9 7,3K,Three Jacks,6024083
1848,64,1024,6072,15600,J J J 9 6,3K,Three Jacks,5097301
1849,64,768,3036,3900,J J J 9 5,3K,Three Jacks,3243737
1850,64,512,1012,0,J J J 9 4,3K,Three Jacks,2316955
1851,64,256,0,0,J J J 9 3,3K,Three Jacks,1390173
1852,64,0,0,0,J J J 9 2,3K,Three Jacks,926782
1853,64,1280,10120,35100,J J J 8 7,3K,Three Jacks,5389969
1854,64,1024,6072,15600,J J J 8 6,3K,Three Jacks,4560743
1855,64,768,3036,3900,J J J 8 5,3K,Three Jacks,2902291
1856,64,512,1012,0,J J J 8 4,3K,Three Jacks,2073065
1857,64,256,0,0,J J J 8 3,3K,Three Jacks,1243839
1858,64,0,0,0,J J J 8 2,3K,Three Jacks,829226
1859,64,1024,6072,11700,J J J 7 6,3K,Three Jacks,3487627
1860,64,768,3036,3900,J J J 7 5,3K,Three Jacks,2219399
1861,64,512,1012,0,J J J 7 4,3K,Three Jacks,1585285
1862,64,256,0,0,J J J 7 3,3K,Three Jacks,951171
1863,64,0,0,0,J J J 7 2,3K,Three Jacks,634114
1864,64,768,3036,0,J J J 6 5,3K,Three Jacks,1877953
1865,64,512,1012,0,J J J 6 4,3K,Three Jacks,1341395
1866,64,256,0,0,J J J 6 3,3K,Three Jacks,804837
1867,64,0,0,0,J J J 6 2,3K,Three Jacks,536558
1868,64,512,1012,0,J J J 5 4,3K,Three Jacks,853615
1869,64,256,0,0,J J J 5 3,3K,Three Jacks,512169
1870,64,0,0,0,J J J 5 2,3K,Three Jacks,341446
1871,64,256,0,0,J J J 4 3,3K,Three Jacks,365835
1872,64,0,0,0,J J J 4 2,3K,Three Jacks,243890
1873,64,0,0,0,J J J 3 2,3K,Three Jacks,146334
1874,64,2560,44528,436800,T T T A K,3K,Three Tens,18457339
1875,64,2304,36432,323700,T T T A Q,3K,Three Tens,15464257
1876,64,2048,28336,214500,T T T A J,3K,Three Tens,14466563
1877,64,1792,21252,132600,T T T A 9,3K,Three Tens,9478093
1878,64,1536,15180,78000,T T T A 8,3K,Three Tens,8480399
1879,64,1280,10120,39000,T T T A 7,3K,Three Tens,6485011
1880,64,1024,6072,15600,T T T A 6,3K,Three Tens,5487317
1881,64,768,3036,0,T T T A 5,3K,Three Tens,3491929
1882,64,512,1012,0,T T T A 4,3K,Three Tens,2494235
1883,64,256,0,0,T T T A 3,3K,Three Tens,1496541
1884,64,0,0,0,T T T A 2,3K,Three Tens,997694
1885,64,2304,35420,300300,T T T K Q,3K,Three Tens,13955549
1886,64,2048,28336,214500,T T T K J,3K,Three Tens,13055191
1887,64,1792,21252,132600,T T T K 9,3K,Three Tens,8553401
1888,64,1536,15180,78000,T T T K 8,3K,Three Tens,7653043
1889,64,1280,10120,39000,T T T K 7,3K,Three Tens,5852327
1890,64,1024,6072,15600,T T T K 6,3K,Three Tens,4951969
1891,64,768,3036,3900,T T T K 5,3K,Three Tens,3151253
1892,64,512,1012,0,T T T K 4,3K,Three Tens,2250895
1893,64,256,0,0,T T T K 3,3K,Three Tens,1350537
1894,64,0,0,0,T T T K 2,3K,Three Tens,900358
1895,64,2048,27324,195000,T T T Q J,3K,Three Tens,10938133
1896,64,1792,21252,132600,T T T Q 9,3K,Three Tens,7166363
1897,64,1536,15180,78000,T T T Q 8,3K,Three Tens,6412009
1898,64,1280,10120,39000,T T T Q 7,3K,Three Tens,4903301
1899,64,1024,6072,15600,T T T Q 6,3K,Three Tens,4148947
1900,64,768,3036,3900,T T T Q 5,3K,Three Tens,2640239
1901,64,512,1012,0,T T T Q 4,3K,Three Tens,1885885
1902,64,256,0,0,T T T Q 3,3K,Three Tens,1131531
1903,64,0,0,0,T T T Q 2,3K,Three Tens,754354
1904,64,1792,20240,117000,T T T J 9,3K,Three Tens,6704017
1905,64,1536,15180,78000,T T T J 8,3K,Three Tens,5998331
1906,64,1280,10120,39000,T T T J 7,3K,Three Tens,4586959
1907,64,1024,6072,15600,T T T J 6,3K,Three Tens,3881273
1908,64,768,3036,3900,T T T J 5,3K,Three Tens,2469901
1909,64,512,1012,0,T T T J 4,3K,Three Tens,1764215
1910,64,256,0,0,T T T J 3,3K,Three Tens,1058529
1911,64,0,0,0,T T T J 2,3K,Three Tens,705686
1912,64,1536,14168,62400,T T T 9 8,3K,Three Tens,3929941
1913,64,1280,10120,39000,T T T 9 7,3K,Three Tens,3005249
1914,64,1024,6072,15600,T T T 9 6,3K,Three Tens,2542903
1915,64,768,3036,3900,T T T 9 5,3K,Three Tens,1618211
1916,64,512,1012,0,T T T 9 4,3K,Three Tens,1155865
1917,64,256,0,0,T T T 9 3,3K,Three Tens,693519
1918,64,0,0,0,T T T 9 2,3K,Three Tens,462346
1919,64,1280,10120,35100,T T T 8 7,3K,Three Tens,2688907
1920,64,1024,6072,15600,T T T 8 6,3K,Three Tens,2275229
1921,64,768,3036,3900,T T T 8 5,3K,Three Tens,1447873
1922,64,512,1012,0,T T T 8 4,3K,Three Tens,1034195
1923,64,256,0,0,T T T 8 3,3K,Three Tens,620517
1924,64,0,0,0,T T T 8 2,3K,Three Tens,413678
1925,64,1024,6072,11700,T T T 7 6,3K,Three Tens,1739881
1926,64,768,3036,3900,T T T 7 5,3K,Three Tens,1107197
1927,64,512,1012,0,T T T 7 4,3K,Three Tens,790855
1928,64,256,0,0,T T T 7 3,3K,Three Tens,474513
1929,64,0,0,0,T T T 7 2,3K,Three Tens,316342
1930,64,768,3036,0,T T T 6 5,3K,Three Tens,936859
1931,64,512,1012,0,T T T 6 4,3K,Three Tens,669185
1932,64,256,0,0,T T T 6 3,3K,Three Tens,401511
1933,64,0,0,0,T T T 6 2,3K,Three Tens,267674
1934,64,512,1012,0,T T T 5 4,3K,Three Tens,425845
1935,64,256,0,0,T T T 5 3,3K,Three Tens,255507
1936,64,0,0,0,T T T 5 2,3K,Three Tens,170338
1937,64,256,0,0,T T T 4 3,3K,Three Tens,182505
1938,64,0,0,0,T T T 4 2,3K,Three Tens,121670
1939,64,0,0,0,T T T 3 2,3K,Three Tens,73002
1940,64,2560,45540,464100,9 9 9 A K,3K,Three Nines,10405103
1941,64,2304,36432,323700,9 9 9 A Q,3K,Three Nines,8717789
1942,64,2048,28336,214500,9 9 9 A J,3K,Three Nines,8155351
1943,64,1792,21252,132600,9 9 9 A T,3K,Three Nines,6468037
1944,64,1536,15180,74100,9 9 9 A 8,3K,Three Nines,4780723
1945,64,1280,10120,39000,9 9 9 A 7,3K,Three Nines,3655847
1946,64,1024,6072,15600,9 9 9 A 6,3K,Three Nines,3093409
1947,64,768,3036,0,9 9 9 A 5,3K,Three Nines,1968533
1948,64,512,1012,0,9 9 9 A 4,3K,Three Nines,1406095
1949,64,256,0,0,9 9 9 A 3,3K,Three Nines,843657
1950,64,0,0,0,9 9 9 A 2,3K,Three Nines,562438
1951,64,2304,35420,300300,9 9 9 K Q,3K,Three Nines,7867273
1952,64,2048,28336,214500,9 9 9 K J,3K,Three Nines,7359707
1953,64,1792,21252,132600,9 9 9 K T,3K,Three Nines,5837009
1954,64,1536,15180,74100,9 9 9 K 8,3K,Three Nines,4314311
1955,64,1280,10120,39000,9 9 9 K 7,3K,Three Nines,3299179
1956,64,1024,6072,15600,9 9 9 K 6,3K,Three Nines,2791613
1957,64,768,3036,3900,9 9 9 K 5,3K,Three Nines,1776481
1958,64,512,1012,0,9 9 9 K 4,3K,Three Nines,1268915
1959,64,256,0,0,9 9 9 K 3,3K,Three Nines,761349
1960,64,0,0,0,9 9 9 K 2,3K,Three Nines,507566
1961,64,2048,27324,195000,9 9 9 Q J,3K,Three Nines,6166241
1962,64,1792,21252,132600,9 9 9 Q T,3K,Three Nines,4890467
1963,64,1536,15180,74100,9 9 9 Q 8,3K,Three Nines,3614693
1964,64,1280,10120,39000,9 9 9 Q 7,3K,Three Nines,2764177
1965,64,1024,6072,15600,9 9 9 Q 6,3K,Three Nines,2338919
1966,64,768,3036,3900,9 9 9 Q 5,3K,Three Nines,1488403
1967,64,512,1012,0,9 9 9 Q 4,3K,Three Nines,1063145
1968,64,256,0,0,9 9 9 Q 3,3K,Three Nines,637887
1969,64,0,0,0,9 9 9 Q 2,3K,Three Nines,425258
1970,64,1792,20240,117000,9 9 9 J T,3K,Three Nines,4574953
1971,64,1536,15180,74100,9 9 9 J 8,3K,Three Nines,3381487
1972,64,1280,10120,39000,9 9 9 J 7,3K,Three Nines,2585843
1973,64,1024,6072,15600,9 9 9 J 6,3K,Three Nines,2188021
1974,64,768,3036,3900,9 9 9 J 5,3K,Three Nines,1392377
1975,64,512,1012,0,9 9 9 J 4,3K,Three Nines,994555
1976,64,256,0,0,9 9 9 J 3,3K,Three Nines,596733
1977,64,0,0,0,9 9 9 J 2,3K,Three Nines,397822
1978,64,1536,14168,62400,9 9 9 T 8,3K,Three Nines,2681869
1979,64,1280,10120,39000,9 9 9 T 7,3K,Three Nines,2050841
1980,64,1024,6072,15600,9 9 9 T 6,3K,Three Nines,1735327
1981,64,768,3036,3900,9 9 9 T 5,3K,Three Nines,1104299
1982,64,512,1012,0,9 9 9 T 4,3K,Three Nines,788785
1983,64,256,0,0,9 9 9 T 3,3K,Three Nines,473271
1984,64,0,0,0,9 9 9 T 2,3K,Three Nines,315514
1985,64,1280,9108,27300,9 9 9 8 7,3K,Three Nines,1515839
1986,64,1024,6072,15600,9 9 9 8 6,3K,Three Nines,1282633
1987,64,768,3036,3900,9 9 9 8 5,3K,Three Nines,816221
1988,64,512,1012,0,9 9 9 8 4,3K,Three Nines,583015
1989,64,256,0,0,9 9 9 8 3,3K,Three Nines,349809
1990,64,0,0,0,9 9 9 8 2,3K,Three Nines,233206
1991,64,1024,6072,11700,9 9 9 7 6,3K,Three Nines,980837
1992,64,768,3036,3900,9 9 9 7 5,3K,Three Nines,624169
1993,64,512,1012,0,9 9 9 7 4,3K,Three Nines,445835
1994,64,256,0,0,9 9 9 7 3,3K,Three Nines,267501
1995,64,0,0,0,9 9 9 7 2,3K,Three Nines,178334
1996,64,768,3036,0,9 9 9 6 5,3K,Three Nines,528143
1997,64,512,1012,0,9 9 9 6 4,3K,Three Nines,377245
1998,64,256,0,0,9 9 9 6 3,3K,Three Nines,226347
1999,64,0,0,0,9 9 9 6 2,3K,Three Nines,150898
2000,64,512,1012,0,9 9 9 5 4,3K,Three Nines,240065
2001,64,256,0,0,9 9 9 5 3,3K,Three Nines,144039
2002,64,0,0,0,9 9 9 5 2,3K,Three Nines,96026
2003,64,256,0,0,9 9 9 4 3,3K,Three Nines,102885
2004,64,0,0,0,9 9 9 4 2,3K,Three Nines,68590
2005,64,0,0,0,9 9 9 3 2,3K,Three Nines,41154
2006,64,2560,45540,464100,8 8 8 A K,3K,Three Eights,7453021
2007,64,2304,36432,323700,8 8 8 A Q,3K,Three Eights,6244423
2008,64,2048,28336,214500,8 8 8 A J,3K,Three Eights,5841557
2009,64,1792,21252,132600,8 8 8 A T,3K,Three Eights,4632959
2010,64,1536,15180,74100,8 8 8 A 9,3K,Three Eights,3827227
2011,64,1280,10120,35100,8 8 8 A 7,3K,Three Eights,2618629
2012,64,1024,6072,15600,8 8 8 A 6,3K,Three Eights,2215763
2013,64,768,3036,0,8 8 8 A 5,3K,Three Eights,1410031
2014,64,512,1012,0,8 8 8 A 4,3K,Three Eights,1007165
2015,64,256,0,0,8 8 8 A 3,3K,Three Eights,604299
2016,64,0,0,0,8 8 8 A 2,3K,Three Eights,402866
2017,64,2304,36432,323700,8 8 8 K Q,3K,Three Eights,5635211
2018,64,2048,28336,214500,8 8 8 K J,3K,Three Eights,5271649
2019,64,1792,21252,132600,8 8 8 K T,3K,Three Eights,4180963
2020,64,1536,15180,74100,8 8 8 K 9,3K,Three Eights,3453839
2021,64,1280,10120,35100,8 8 8 K 7,3K,Three Eights,2363153
2022,64,1024,6072,15600,8 8 8 K 6,3K,Three Eights,1999591
2023,64,768,3036,3900,8 8 8 K 5,3K,Three Eights,1272467
2024,64,512,1012,0,8 8 8 K 4,3K,Three Eights,908905
2025,64,256,0,0,8 8 8 K 3,3K,Three Eights,545343
2026,64,0,0,0,8 8 8 K 2,3K,Three Eights,363562
2027,64,2048,27324,195000,8 8 8 Q J,3K,Three Eights,4416787
2028,64,1792,21252,132600,8 8 8 Q T,3K,Three Eights,3502969
2029,64,1536,15180,74100,8 8 8 Q 9,3K,Three Eights,2893757
2030,64,1280,10120,35100,8 8 8 Q 7,3K,Three Eights,1979939
2031,64,1024,6072,15600,8 8 8 Q 6,3K,Three Eights,1675333
2032,64,768,3036,3900,8 8 8 Q 5,3K,Three Eights,1066121
2033,64,512,1012,0,8 8 8 Q 4,3K,Three Eights,761515
2034,64,256,0,0,8 8 8 Q 3,3K,Three Eights,456909
2035,64,0,0,0,8 8 8 Q 2,3K,Three Eights,304606
2036,64,1792,20240,117000,8 8 8 J T,3K,Three Eights,3276971
2037,64,1536,15180,74100,8 8 8 J 9,3K,Three Eights,2707063
2038,64,1280,10120,35100,8 8 8 J 7,3K,Three Eights,1852201
2039,64,1024,6072,15600,8 8 8 J 6,3K,Three Eights,1567247
2040,64,768,3036,3900,8 8 8 J 5,3K,Three Eights,997339
2041,64,512,1012,0,8 8 8 J 4,3K,Three Eights,712385
2042,64,256,0,0,8 8 8 J 3,3K,Three Eights,427431
2043,64,0,0,0,8 8 8 J 2,3K,Three Eights,284954
2044,64,1536,14168,62400,8 8 8 T 9,3K,Three Eights,2146981
2045,64,1280,10120,35100,8 8 8 T 7,3K,Three Eights,1468987
2046,64,1024,6072,15600,8 8 8 T 6,3K,Three Eights,1242989
2047,64,768,3036,3900,8 8 8 T 5,3K,Three Eights,790993
2048,64,512,1012,0,8 8 8 T 4,3K,Three Eights,564995
2049,64,256,0,0,8 8 8 T 3,3K,Three Eights,338997
2050,64,0,0,0,8 8 8 T 2,3K,Three Eights,225998
2051,64,1280,9108,27300,8 8 8 9 7,3K,Three Eights,1213511
2052,64,1024,6072,15600,8 8 8 9 6,3K,Three Eights,1026817
2053,64,768,3036,3900,8 8 8 9 5,3K,Three Eights,653429
2054,64,512,1012,0,8 8 8 9 4,3K,Three Eights,466735
2055,64,256,0,0,8 8 8 9 3,3K,Three Eights,280041
2056,64,0,0,0,8 8 8 9 2,3K,Three Eights,186694
2057,64,1024,5060,7800,8 8 8 7 6,3K,Three Eights,702559
2058,64,768,3036,3900,8 8 8 7 5,3K,Three Eights,447083
2059,64,512,1012,0,8 8 8 7 4,3K,Three Eights,319345
2060,64,256,0,0,8 8 8 7 3,3K,Three Eights,191607
2061,64,0,0,0,8 8 8 7 2,3K,Three Eights,127738
2062,64,768,3036,0,8 8 8 6 5,3K,Three Eights,378301
2063,64,512,1012,0,8 8 8 6 4,3K,Three Eights,270215
2064,64,256,0,0,8 8 8 6 3,3K,Three Eights,162129
2065,64,0,0,0,8 8 8 6 2,3K,Three Eights,108086
2066,64,512,1012,0,8 8 8 5 4,3K,Three Eights,171955
2067,64,256,0,0,8 8 8 5 3,3K,Three Eights,103173
2068,64,0,0,0,8 8 8 5 2,3K,Three Eights,68782
2069,64,256,0,0,8 8 8 4 3,3K,Three Eights,73695
2070,64,0,0,0,8 8 8 4 2,3K,Three Eights,49130
2071,64,0,0,0,8 8 8 3 2,3K,Three Eights,29478
2072,64,2560,45540,464100,7 7 7 A K,3K,Three Sevens,3332849
2073,64,2304,36432,327600,7 7 7 A Q,3K,Three Sevens,2792387
2074,64,2048,28336,214500,7 7 7 A J,3K,Three Sevens,2612233
2075,64,1792,21252,132600,7 7 7 A T,3K,Three Sevens,2071771
2076,64,1536,15180,74100,7 7 7 A 9,3K,Three Sevens,1711463
2077,64,1280,10120,35100,7 7 7 A 8,3K,Three Sevens,1531309
2078,64,1024,6072,11700,7 7 7 A 6,3K,Three Sevens,990847
2079,64,768,3036,0,7 7 7 A 5,3K,Three Sevens,630539
2080,64,512,1012,0,7 7 7 A 4,3K,Three Sevens,450385
2081,64,256,0,0,7 7 7 A 3,3K,Three Sevens,270231
2082,64,0,0,0,7 7 7 A 2,3K,Three Sevens,180154
2083,64,2304,36432,323700,7 7 7 K Q,3K,Three Sevens,2519959
2084,64,2048,28336,214500,7 7 7 K J,3K,Three Sevens,2357381
2085,64,1792,21252,132600,7 7 7 K T,3K,Three Sevens,1869647
2086,64,1536,15180,74100,7 7 7 K 9,3K,Three Sevens,1544491
2087,64,1280,10120,35100,7 7 7 K 8,3K,Three Sevens,1381913
2088,64,1024,6072,11700,7 7 7 K 6,3K,Three Sevens,894179
2089,64,768,3036,3900,7 7 7 K 5,3K,Three Sevens,569023
2090,64,512,1012,0,7 7 7 K 4,3K,Three Sevens,406445
2091,64,256,0,0,7 7 7 K 3,3K,Three Sevens,243867
2092,64,0,0,0,7 7 7 K 2,3K,Three Sevens,162578
2093,64,2048,28336,214500,7 7 7 Q J,3K,Three Sevens,1975103
2094,64,1792,21252,132600,7 7 7 Q T,3K,Three Sevens,1566461
2095,64,1536,15180,74100,7 7 7 Q 9,3K,Three Sevens,1294033
2096,64,1280,10120,35100,7 7 7 Q 8,3K,Three Sevens,1157819
2097,64,1024,6072,11700,7 7 7 Q 6,3K,Three Sevens,749177
2098,64,768,3036,3900,7 7 7 Q 5,3K,Three Sevens,476749
2099,64,512,1012,0,7 7 7 Q 4,3K,Three Sevens,340535
2100,64,256,0,0,7 7 7 Q 3,3K,Three Sevens,204321
2101,64,0,0,0,7 7 7 Q 2,3K,Three Sevens,136214
2102,64,1792,20240,117000,7 7 7 J T,3K,Three Sevens,1465399
2103,64,1536,15180,74100,7 7 7 J 9,3K,Three Sevens,1210547
2104,64,1280,10120,35100,7 7 7 J 8,3K,Three Sevens,1083121
2105,64,1024,6072,11700,7 7 7 J 6,3K,Three Sevens,700843
2106,64,768,3036,3900,7 7 7 J 5,3K,Three Sevens,445991
2107,64,512,1012,0,7 7 7 J 4,3K,Three Sevens,318565
2108,64,256,0,0,7 7 7 J 3,3K,Three Sevens,191139
2109,64,0,0,0,7 7 7 J 2,3K,Three Sevens,127426
2110,64,1536,14168,62400,7 7 7 T 9,3K,Three Sevens,960089
2111,64,1280,10120,35100,7 7 7 T 8,3K,Three Sevens,859027
