Rank,Equivalence,5_6_poker,5_7_poker,5_8_poker,hand,classification,Description,product
3926,384,0,0,0,Q Q T 5 2,1P,Pair of Queens,309442
3927,384,1524,0,0,Q Q T 4 3,1P,Pair of Queens,331545
3928,384,0,0,0,Q Q T 4 2,1P,Pair of Queens,221030
3929,384,0,0,0,Q Q T 3 2,1P,Pair of Queens,132618
3930,384,7620,53460,157500,Q Q 9 8 7,1P,Pair of Queens,4035239
3931,384,6096,35640,90000,Q Q 9 8 6,1P,Pair of Queens,3414433
3932,384,4572,17820,22500,Q Q 9 8 5,1P,Pair of Queens,2172821
3933,384,3048,5940,0,Q Q 9 8 4,1P,Pair of Queens,1552015
3934,384,1524,0,0,Q Q 9 8 3,1P,Pair of Queens,931209
3935,384,0,0,0,Q Q 9 8 2,1P,Pair of Queens,620806
3936,384,6096,35640,67500,Q Q 9 7 6,1P,Pair of Queens,2611037
3937,384,4572,17820,22500,Q Q 9 7 5,1P,Pair of Queens,1661569
3938,384,3048,5940,0,Q Q 9 7 4,1P,Pair of Queens,1186835
3939,384,1524,0,0,Q Q 9 7 3,1P,Pair of Queens,712101
3940,384,0,0,0,Q Q 9 7 2,1P,Pair of Queens,474734
3941,384,4572,17820,0,Q Q 9 6 5,1P,Pair of Queens,1405943
3942,384,3048,5940,0,Q Q 9 6 4,1P,Pair of Queens,1004245
3943,384,1524,0,0,Q Q 9 6 3,1P,Pair of Queens,602547
3944,384,0,0,0,Q Q 9 6 2,1P,Pair of Queens,401698
3945,384,3048,5940,0,Q Q 9 5 4,1P,Pair of Queens,639065
3946,384,1524,0,0,Q Q 9 5 3,1P,Pair of Queens,383439
3947,384,0,0,0,Q Q 9 5 2,1P,Pair of Queens,255626
3948,384,1524,0,0,Q Q 9 4 3,1P,Pair of Queens,273885
3949,384,0,0,0,Q Q 9 4 2,1P,Pair of Queens,182590
3950,384,0,0,0,Q Q 9 3 2,1P,Pair of Queens,109554
3951,384,6096,29700,45000,Q Q 8 7 6,1P,Pair of Queens,2336191
3952,384,4572,17820,22500,Q Q 8 7 5,1P,Pair of Queens,1486667
3953,384,3048,5940,0,Q Q 8 7 4,1P,Pair of Queens,1061905
3954,384,1524,0,0,Q Q 8 7 3,1P,Pair of Queens,637143
3955,384,0,0,0,Q Q 8 7 2,1P,Pair of Queens,424762
3956,384,4572,17820,0,Q Q 8 6 5,1P,Pair of Queens,1257949
3957,384,3048,5940,0,Q Q 8 6 4,1P,Pair of Queens,898535
3958,384,1524,0,0,Q Q 8 6 3,1P,Pair of Queens,539121
3959,384,0,0,0,Q Q 8 6 2,1P,Pair of Queens,359414
3960,384,3048,5940,0,Q Q 8 5 4,1P,Pair of Queens,571795
3961,384,1524,0,0,Q Q 8 5 3,1P,Pair of Queens,343077
3962,384,0,0,0,Q Q 8 5 2,1P,Pair of Queens,228718
3963,384,1524,0,0,Q Q 8 4 3,1P,Pair of Queens,245055
3964,384,0,0,0,Q Q 8 4 2,1P,Pair of Queens,163370
3965,384,0,0,0,Q Q 8 3 2,1P,Pair of Queens,98022
3966,384,4572,11880,0,Q Q 7 6 5,1P,Pair of Queens,961961
3967,384,3048,5940,0,Q Q 7 6 4,1P,Pair of Queens,687115
3968,384,1524,0,0,Q Q 7 6 3,1P,Pair of Queens,412269
3969,384,0,0,0,Q Q 7 6 2,1P,Pair of Queens,274846
3970,384,3048,5940,0,Q Q 7 5 4,1P,Pair of Queens,437255
3971,384,1524,0,0,Q Q 7 5 3,1P,Pair of Queens,262353
3972,384,0,0,0,Q Q 7 5 2,1P,Pair of Queens,174902
3973,384,1524,0,0,Q Q 7 4 3,1P,Pair of Queens,187395
3974,384,0,0,0,Q Q 7 4 2,1P,Pair of Queens,124930
3975,384,0,0,0,Q Q 7 3 2,1P,Pair of Queens,74958
3976,384,3048,0,0,Q Q 6 5 4,1P,Pair of Queens,369985
3977,384,1524,0,0,Q Q 6 5 3,1P,Pair of Queens,221991
3978,384,0,0,0,Q Q 6 5 2,1P,Pair of Queens,147994
3979,384,1524,0,0,Q Q 6 4 3,1P,Pair of Queens,158565
3980,384,0,0,0,Q Q 6 4 2,1P,Pair of Queens,105710
3981,384,0,0,0,Q Q 6 3 2,1P,Pair of Queens,63426
3982,384,1524,0,0,Q Q 5 4 3,1P,Pair of Queens,100905
3983,384,0,0,0,Q Q 5 4 2,1P,Pair of Queens,67270
3984,384,0,0,0,Q Q 5 3 2,1P,Pair of Queens,40362
3985,384,0,0,0,Q Q 4 3 2,1P,Pair of Queens,28830
3986,384,12192,166320,1260000,J J A K Q,1P,Pair of Jacks,39549707
3987,384,12192,166320,1237500,J J A K T,1P,Pair of Jacks,29343331
3988,384,10668,124740,787500,J J A K 9,1P,Pair of Jacks,24240143
3989,384,9144,89100,450000,J J A K 8,1P,Pair of Jacks,21688549
3990,384,7620,59400,225000,J J A K 7,1P,Pair of Jacks,16585361
3991,384,6096,35640,90000,J J A K 6,1P,Pair of Jacks,14033767
3992,384,4572,17820,0,J J A K 5,1P,Pair of Jacks,8930579
3993,384,3048,5940,0,J J A K 4,1P,Pair of Jacks,6378985
3994,384,1524,0,0,J J A K 3,1P,Pair of Jacks,3827391
3995,384,0,0,0,J J A K 2,1P,Pair of Jacks,2551594
3996,384,12192,160380,1125000,J J A Q T,1P,Pair of Jacks,24584953
3997,384,10668,124740,787500,J J A Q 9,1P,Pair of Jacks,20309309
3998,384,9144,89100,450000,J J A Q 8,1P,Pair of Jacks,18171487
3999,384,7620,59400,225000,J J A Q 7,1P,Pair of Jacks,13895843
4000,384,6096,35640,90000,J J A Q 6,1P,Pair of Jacks,11758021
4001,384,4572,17820,0,J J A Q 5,1P,Pair of Jacks,7482377
4002,384,3048,5940,0,J J A Q 4,1P,Pair of Jacks,5344555
4003,384,1524,0,0,J J A Q 3,1P,Pair of Jacks,3206733
4004,384,0,0,0,J J A Q 2,1P,Pair of Jacks,2137822
4005,384,10668,118800,675000,J J A T 9,1P,Pair of Jacks,15068197
4006,384,9144,89100,450000,J J A T 8,1P,Pair of Jacks,13482071
4007,384,7620,59400,225000,J J A T 7,1P,Pair of Jacks,10309819
4008,384,6096,35640,90000,J J A T 6,1P,Pair of Jacks,8723693
4009,384,4572,17820,0,J J A T 5,1P,Pair of Jacks,5551441
4010,384,3048,5940,0,J J A T 4,1P,Pair of Jacks,3965315
4011,384,1524,0,0,J J A T 3,1P,Pair of Jacks,2379189
4012,384,0,0,0,J J A T 2,1P,Pair of Jacks,1586126
4013,384,9144,89100,427500,J J A 9 8,1P,Pair of Jacks,11137363
4014,384,7620,59400,225000,J J A 9 7,1P,Pair of Jacks,8516807
4015,384,6096,35640,90000,J J A 9 6,1P,Pair of Jacks,7206529
4016,384,4572,17820,0,J J A 9 5,1P,Pair of Jacks,4585973
4017,384,3048,5940,0,J J A 9 4,1P,Pair of Jacks,3275695
4018,384,1524,0,0,J J A 9 3,1P,Pair of Jacks,1965417
4019,384,0,0,0,J J A 9 2,1P,Pair of Jacks,1310278
4020,384,7620,59400,202500,J J A 8 7,1P,Pair of Jacks,7620301
4021,384,6096,35640,90000,J J A 8 6,1P,Pair of Jacks,6447947
4022,384,4572,17820,0,J J A 8 5,1P,Pair of Jacks,4103239
4023,384,3048,5940,0,J J A 8 4,1P,Pair of Jacks,2930885
4024,384,1524,0,0,J J A 8 3,1P,Pair of Jacks,1758531
4025,384,0,0,0,J J A 8 2,1P,Pair of Jacks,1172354
4026,384,6096,35640,67500,J J A 7 6,1P,Pair of Jacks,4930783
4027,384,4572,17820,0,J J A 7 5,1P,Pair of Jacks,3137771
4028,384,3048,5940,0,J J A 7 4,1P,Pair of Jacks,2241265
4029,384,1524,0,0,J J A 7 3,1P,Pair of Jacks,1344759
4030,384,0,0,0,J J A 7 2,1P,Pair of Jacks,896506
4031,384,4572,17820,0,J J A 6 5,1P,Pair of Jacks,2655037
4032,384,3048,5940,0,J J A 6 4,1P,Pair of Jacks,1896455
4033,384,1524,0,0,J J A 6 3,1P,Pair of Jacks,1137873
4034,384,0,0,0,J J A 6 2,1P,Pair of Jacks,758582
4035,384,3048,0,0,J J A 5 4,1P,Pair of Jacks,1206835
4036,384,1524,0,0,J J A 5 3,1P,Pair of Jacks,724101
4037,384,0,0,0,J J A 5 2,1P,Pair of Jacks,482734
4038,384,1524,0,0,J J A 4 3,1P,Pair of Jacks,517215
4039,384,0,0,0,J J A 4 2,1P,Pair of Jacks,344810
4040,384,0,0,0,J J A 3 2,1P,Pair of Jacks,206886
4041,384,10668,124740,787500,J J K Q T,1P,Pair of Jacks,22186421
4042,384,10668,124740,787500,J J K Q 9,1P,Pair of Jacks,18327913
4043,384,9144,89100,450000,J J K Q 8,1P,Pair of Jacks,16398659
4044,384,7620,59400,225000,J J K Q 7,1P,Pair of Jacks,12540151
4045,384,6096,35640,90000,J J K Q 6,1P,Pair of Jacks,10610897
4046,384,4572,17820,22500,J J K Q 5,1P,Pair of Jacks,6752389
4047,384,3048,5940,0,J J K Q 4,1P,Pair of Jacks,4823135
4048,384,1524,0,0,J J K Q 3,1P,Pair of Jacks,2893881
4049,384,0,0,0,J J K Q 2,1P,Pair of Jacks,1929254
4050,384,10668,118800,675000,J J K T 9,1P,Pair of Jacks,13598129
4051,384,9144,89100,450000,J J K T 8,1P,Pair of Jacks,12166747
4052,384,7620,59400,225000,J J K T 7,1P,Pair of Jacks,9303983
4053,384,6096,35640,90000,J J K T 6,1P,Pair of Jacks,7872601
4054,384,4572,17820,22500,J J K T 5,1P,Pair of Jacks,5009837
4055,384,3048,5940,0,J J K T 4,1P,Pair of Jacks,3578455
4056,384,1524,0,0,J J K T 3,1P,Pair of Jacks,2147073
4057,384,0,0,0,J J K T 2,1P,Pair of Jacks,1431382
4058,384,9144,89100,427500,J J K 9 8,1P,Pair of Jacks,10050791
4059,384,7620,59400,225000,J J K 9 7,1P,Pair of Jacks,7685899
4060,384,6096,35640,90000,J J K 9 6,1P,Pair of Jacks,6503453
4061,384,4572,17820,22500,J J K 9 5,1P,Pair of Jacks,4138561
4062,384,3048,5940,0,J J K 9 4,1P,Pair of Jacks,2956115
4063,384,1524,0,0,J J K 9 3,1P,Pair of Jacks,1773669
4064,384,0,0,0,J J K 9 2,1P,Pair of Jacks,1182446
4065,384,7620,59400,202500,J J K 8 7,1P,Pair of Jacks,6876857
4066,384,6096,35640,90000,J J K 8 6,1P,Pair of Jacks,5818879
4067,384,4572,17820,22500,J J K 8 5,1P,Pair of Jacks,3702923
4068,384,3048,5940,0,J J K 8 4,1P,Pair of Jacks,2644945
4069,384,1524,0,0,J J K 8 3,1P,Pair of Jacks,1586967
4070,384,0,0,0,J J K 8 2,1P,Pair of Jacks,1057978
4071,384,6096,35640,67500,J J K 7 6,1P,Pair of Jacks,4449731
4072,384,4572,17820,22500,J J K 7 5,1P,Pair of Jacks,2831647
4073,384,3048,5940,0,J J K 7 4,1P,Pair of Jacks,2022605
4074,384,1524,0,0,J J K 7 3,1P,Pair of Jacks,1213563
4075,384,0,0,0,J J K 7 2,1P,Pair of Jacks,809042
4076,384,4572,17820,0,J J K 6 5,1P,Pair of Jacks,2396009
4077,384,3048,5940,0,J J K 6 4,1P,Pair of Jacks,1711435
4078,384,1524,0,0,J J K 6 3,1P,Pair of Jacks,1026861
4079,384,0,0,0,J J K 6 2,1P,Pair of Jacks,684574
4080,384,3048,5940,0,J J K 5 4,1P,Pair of Jacks,1089095
4081,384,1524,0,0,J J K 5 3,1P,Pair of Jacks,653457
4082,384,0,0,0,J J K 5 2,1P,Pair of Jacks,435638
4083,384,1524,0,0,J J K 4 3,1P,Pair of Jacks,466755
4084,384,0,0,0,J J K 4 2,1P,Pair of Jacks,311170
4085,384,0,0,0,J J K 3 2,1P,Pair of Jacks,186702
4086,384,9144,89100,450000,J J Q T 9,1P,Pair of Jacks,11393027
4087,384,9144,89100,450000,J J Q T 8,1P,Pair of Jacks,10193761
4088,384,7620,59400,225000,J J Q T 7,1P,Pair of Jacks,7795229
4089,384,6096,35640,90000,J J Q T 6,1P,Pair of Jacks,6595963
4090,384,4572,17820,22500,J J Q T 5,1P,Pair of Jacks,4197431
4091,384,3048,5940,0,J J Q T 4,1P,Pair of Jacks,2998165
4092,384,1524,0,0,J J Q T 3,1P,Pair of Jacks,1798899
4093,384,0,0,0,J J Q T 2,1P,Pair of Jacks,1199266
4094,384,9144,89100,427500,J J Q 9 8,1P,Pair of Jacks,8420933
4095,384,7620,59400,225000,J J Q 9 7,1P,Pair of Jacks,6439537
4096,384,6096,35640,90000,J J Q 9 6,1P,Pair of Jacks,5448839
4097,384,4572,17820,22500,J J Q 9 5,1P,Pair of Jacks,3467443
4098,384,3048,5940,0,J J Q 9 4,1P,Pair of Jacks,2476745
4099,384,1524,0,0,J J Q 9 3,1P,Pair of Jacks,1486047
4100,384,0,0,0,J J Q 9 2,1P,Pair of Jacks,990698
4101,384,7620,59400,202500,J J Q 8 7,1P,Pair of Jacks,5761691
4102,384,6096,35640,90000,J J Q 8 6,1P,Pair of Jacks,4875277
4103,384,4572,17820,22500,J J Q 8 5,1P,Pair of Jacks,3102449
4104,384,3048,5940,0,J J Q 8 4,1P,Pair of Jacks,2216035
4105,384,1524,0,0,J J Q 8 3,1P,Pair of Jacks,1329621
4106,384,0,0,0,J J Q 8 2,1P,Pair of Jacks,886414
4107,384,6096,35640,67500,J J Q 7 6,1P,Pair of Jacks,3728153
4108,384,4572,17820,22500,J J Q 7 5,1P,Pair of Jacks,2372461
4109,384,3048,5940,0,J J Q 7 4,1P,Pair of Jacks,1694615
4110,384,1524,0,0,J J Q 7 3,1P,Pair of Jacks,1016769
4111,384,0,0,0,J J Q 7 2,1P,Pair of Jacks,677846
4112,384,4572,17820,0,J J Q 6 5,1P,Pair of Jacks,2007467
4113,384,3048,5940,0,J J Q 6 4,1P,Pair of Jacks,1433905
4114,384,1524,0,0,J J Q 6 3,1P,Pair of Jacks,860343
4115,384,0,0,0,J J Q 6 2,1P,Pair of Jacks,573562
4116,384,3048,5940,0,J J Q 5 4,1P,Pair of Jacks,912485
4117,384,1524,0,0,J J Q 5 3,1P,Pair of Jacks,547491
4118,384,0,0,0,J J Q 5 2,1P,Pair of Jacks,364994
4119,384,1524,0,0,J J Q 4 3,1P,Pair of Jacks,391065
4120,384,0,0,0,J J Q 4 2,1P,Pair of Jacks,260710
4121,384,0,0,0,J J Q 3 2,1P,Pair of Jacks,156426
4122,384,7620,59400,225000,J J T 9 8,1P,Pair of Jacks,6247789
4123,384,7620,59400,225000,J J T 9 7,1P,Pair of Jacks,4777721
4124,384,6096,35640,90000,J J T 9 6,1P,Pair of Jacks,4042687
4125,384,4572,17820,22500,J J T 9 5,1P,Pair of Jacks,2572619
4126,384,3048,5940,0,J J T 9 4,1P,Pair of Jacks,1837585
4127,384,1524,0,0,J J T 9 3,1P,Pair of Jacks,1102551
4128,384,0,0,0,J J T 9 2,1P,Pair of Jacks,735034
4129,384,7620,59400,202500,J J T 8 7,1P,Pair of Jacks,4274803
4130,384,6096,35640,90000,J J T 8 6,1P,Pair of Jacks,3617141
4131,384,4572,17820,22500,J J T 8 5,1P,Pair of Jacks,2301817
4132,384,3048,5940,0,J J T 8 4,1P,Pair of Jacks,1644155
4133,384,1524,0,0,J J T 8 3,1P,Pair of Jacks,986493
4134,384,0,0,0,J J T 8 2,1P,Pair of Jacks,657662
4135,384,6096,35640,67500,J J T 7 6,1P,Pair of Jacks,2766049
4136,384,4572,17820,22500,J J T 7 5,1P,Pair of Jacks,1760213
4137,384,3048,5940,0,J J T 7 4,1P,Pair of Jacks,1257295
4138,384,1524,0,0,J J T 7 3,1P,Pair of Jacks,754377
4139,384,0,0,0,J J T 7 2,1P,Pair of Jacks,502918
4140,384,4572,17820,0,J J T 6 5,1P,Pair of Jacks,1489411
4141,384,3048,5940,0,J J T 6 4,1P,Pair of Jacks,1063865
4142,384,1524,0,0,J J T 6 3,1P,Pair of Jacks,638319
4143,384,0,0,0,J J T 6 2,1P,Pair of Jacks,425546
4144,384,3048,5940,0,J J T 5 4,1P,Pair of Jacks,677005
4145,384,1524,0,0,J J T 5 3,1P,Pair of Jacks,406203
4146,384,0,0,0,J J T 5 2,1P,Pair of Jacks,270802
4147,384,1524,0,0,J J T 4 3,1P,Pair of Jacks,290145
4148,384,0,0,0,J J T 4 2,1P,Pair of Jacks,193430
4149,384,0,0,0,J J T 3 2,1P,Pair of Jacks,116058
4150,384,7620,53460,157500,J J 9 8 7,1P,Pair of Jacks,3531359
4151,384,6096,35640,90000,J J 9 8 6,1P,Pair of Jacks,2988073
4152,384,4572,17820,22500,J J 9 8 5,1P,Pair of Jacks,1901501
4153,384,3048,5940,0,J J 9 8 4,1P,Pair of Jacks,1358215
4154,384,1524,0,0,J J 9 8 3,1P,Pair of Jacks,814929
4155,384,0,0,0,J J 9 8 2,1P,Pair of Jacks,543286
4156,384,6096,35640,67500,J J 9 7 6,1P,Pair of Jacks,2284997
4157,384,4572,17820,22500,J J 9 7 5,1P,Pair of Jacks,1454089
4158,384,3048,5940,0,J J 9 7 4,1P,Pair of Jacks,1038635
4159,384,1524,0,0,J J 9 7 3,1P,Pair of Jacks,623181
4160,384,0,0,0,J J 9 7 2,1P,Pair of Jacks,415454
4161,384,4572,17820,0,J J 9 6 5,1P,Pair of Jacks,1230383
4162,384,3048,5940,0,J J 9 6 4,1P,Pair of Jacks,878845
4163,384,1524,0,0,J J 9 6 3,1P,Pair of Jacks,527307
4164,384,0,0,0,J J 9 6 2,1P,Pair of Jacks,351538
4165,384,3048,5940,0,J J 9 5 4,1P,Pair of Jacks,559265
4166,384,1524,0,0,J J 9 5 3,1P,Pair of Jacks,335559
4167,384,0,0,0,J J 9 5 2,1P,Pair of Jacks,223706
4168,384,1524,0,0,J J 9 4 3,1P,Pair of Jacks,239685
4169,384,0,0,0,J J 9 4 2,1P,Pair of Jacks,159790
4170,384,0,0,0,J J 9 3 2,1P,Pair of Jacks,95874
4171,384,6096,29700,45000,J J 8 7 6,1P,Pair of Jacks,2044471
4172,384,4572,17820,22500,J J 8 7 5,1P,Pair of Jacks,1301027
4173,384,3048,5940,0,J J 8 7 4,1P,Pair of Jacks,929305
4174,384,1524,0,0,J J 8 7 3,1P,Pair of Jacks,557583
4175,384,0,0,0,J J 8 7 2,1P,Pair of Jacks,371722
4176,384,4572,17820,0,J J 8 6 5,1P,Pair of Jacks,1100869
4177,384,3048,5940,0,J J 8 6 4,1P,Pair of Jacks,786335
4178,384,1524,0,0,J J 8 6 3,1P,Pair of Jacks,471801
4179,384,0,0,0,J J 8 6 2,1P,Pair of Jacks,314534
4180,384,3048,5940,0,J J 8 5 4,1P,Pair of Jacks,500395
4181,384,1524,0,0,J J 8 5 3,1P,Pair of Jacks,300237
4182,384,0,0,0,J J 8 5 2,1P,Pair of Jacks,200158
4183,384,1524,0,0,J J 8 4 3,1P,Pair of Jacks,214455
4184,384,0,0,0,J J 8 4 2,1P,Pair of Jacks,142970
4185,384,0,0,0,J J 8 3 2,1P,Pair of Jacks,85782
4186,384,4572,11880,0,J J 7 6 5,1P,Pair of Jacks,841841
4187,384,3048,5940,0,J J 7 6 4,1P,Pair of Jacks,601315
4188,384,1524,0,0,J J 7 6 3,1P,Pair of Jacks,360789
4189,384,0,0,0,J J 7 6 2,1P,Pair of Jacks,240526
4190,384,3048,5940,0,J J 7 5 4,1P,Pair of Jacks,382655
4191,384,1524,0,0,J J 7 5 3,1P,Pair of Jacks,229593
4192,384,0,0,0,J J 7 5 2,1P,Pair of Jacks,153062
4193,384,1524,0,0,J J 7 4 3,1P,Pair of Jacks,163995
4194,384,0,0,0,J J 7 4 2,1P,Pair of Jacks,109330
4195,384,0,0,0,J J 7 3 2,1P,Pair of Jacks,65598
4196,384,3048,0,0,J J 6 5 4,1P,Pair of Jacks,323785
4197,384,1524,0,0,J J 6 5 3,1P,Pair of Jacks,194271
4198,384,0,0,0,J J 6 5 2,1P,Pair of Jacks,129514
4199,384,1524,0,0,J J 6 4 3,1P,Pair of Jacks,138765
4200,384,0,0,0,J J 6 4 2,1P,Pair of Jacks,92510
4201,384,0,0,0,J J 6 3 2,1P,Pair of Jacks,55506
4202,384,1524,0,0,J J 5 4 3,1P,Pair of Jacks,88305
4203,384,0,0,0,J J 5 4 2,1P,Pair of Jacks,58870
4204,384,0,0,0,J J 5 3 2,1P,Pair of Jacks,35322
4205,384,0,0,0,J J 4 3 2,1P,Pair of Jacks,25230
4206,384,12192,166320,1260000,T T A K Q,1P,Pair of Tens,24877283
4207,384,12192,166320,1237500,T T A K J,1P,Pair of Tens,23272297
4208,384,10668,124740,765000,T T A K 9,1P,Pair of Tens,15247367
4209,384,9144,89100,450000,T T A K 8,1P,Pair of Tens,13642381
4210,384,7620,59400,225000,T T A K 7,1P,Pair of Tens,10432409
4211,384,6096,35640,90000,T T A K 6,1P,Pair of Tens,8827423
4212,384,4572,17820,0,T T A K 5,1P,Pair of Tens,5617451
4213,384,3048,5940,0,T T A K 4,1P,Pair of Tens,4012465
4214,384,1524,0,0,T T A K 3,1P,Pair of Tens,2407479
4215,384,0,0,0,T T A K 2,1P,Pair of Tens,1604986
4216,384,12192,160380,1125000,T T A Q J,1P,Pair of Tens,19498411
4217,384,10668,124740,765000,T T A Q 9,1P,Pair of Tens,12774821
4218,384,9144,89100,450000,T T A Q 8,1P,Pair of Tens,11430103
4219,384,7620,59400,225000,T T A Q 7,1P,Pair of Tens,8740667
4220,384,6096,35640,90000,T T A Q 6,1P,Pair of Tens,7395949
4221,384,4572,17820,0,T T A Q 5,1P,Pair of Tens,4706513
4222,384,3048,5940,0,T T A Q 4,1P,Pair of Tens,3361795
4223,384,1524,0,0,T T A Q 3,1P,Pair of Tens,2017077
4224,384,0,0,0,T T A Q 2,1P,Pair of Tens,1344718
4225,384,10668,118800,675000,T T A J 9,1P,Pair of Tens,11950639
4226,384,9144,89100,450000,T T A J 8,1P,Pair of Tens,10692677
4227,384,7620,59400,225000,T T A J 7,1P,Pair of Tens,8176753
4228,384,6096,35640,90000,T T A J 6,1P,Pair of Tens,6918791
4229,384,4572,17820,0,T T A J 5,1P,Pair of Tens,4402867
4230,384,3048,5940,0,T T A J 4,1P,Pair of Tens,3144905
4231,384,1524,0,0,T T A J 3,1P,Pair of Tens,1886943
4232,384,0,0,0,T T A J 2,1P,Pair of Tens,1257962
4233,384,9144,83160,360000,T T A 9 8,1P,Pair of Tens,7005547
4234,384,7620,59400,225000,T T A 9 7,1P,Pair of Tens,5357183
4235,384,6096,35640,90000,T T A 9 6,1P,Pair of Tens,4533001
4236,384,4572,17820,0,T T A 9 5,1P,Pair of Tens,2884637
4237,384,3048,5940,0,T T A 9 4,1P,Pair of Tens,2060455
4238,384,1524,0,0,T T A 9 3,1P,Pair of Tens,1236273
4239,384,0,0,0,T T A 9 2,1P,Pair of Tens,824182
4240,384,7620,59400,202500,T T A 8 7,1P,Pair of Tens,4793269
4241,384,6096,35640,90000,T T A 8 6,1P,Pair of Tens,4055843
4242,384,4572,17820,0,T T A 8 5,1P,Pair of Tens,2580991
4243,384,3048,5940,0,T T A 8 4,1P,Pair of Tens,1843565
4244,384,1524,0,0,T T A 8 3,1P,Pair of Tens,1106139
4245,384,0,0,0,T T A 8 2,1P,Pair of Tens,737426
4246,384,6096,35640,67500,T T A 7 6,1P,Pair of Tens,3101527
4247,384,4572,17820,0,T T A 7 5,1P,Pair of Tens,1973699
4248,384,3048,5940,0,T T A 7 4,1P,Pair of Tens,1409785
4249,384,1524,0,0,T T A 7 3,1P,Pair of Tens,845871
4250,384,0,0,0,T T A 7 2,1P,Pair of Tens,563914
4251,384,4572,17820,0,T T A 6 5,1P,Pair of Tens,1670053
4252,384,3048,5940,0,T T A 6 4,1P,Pair of Tens,1192895
4253,384,1524,0,0,T T A 6 3,1P,Pair of Tens,715737
4254,384,0,0,0,T T A 6 2,1P,Pair of Tens,477158
4255,384,3048,0,0,T T A 5 4,1P,Pair of Tens,759115
4256,384,1524,0,0,T T A 5 3,1P,Pair of Tens,455469
4257,384,0,0,0,T T A 5 2,1P,Pair of Tens,303646
4258,384,1524,0,0,T T A 4 3,1P,Pair of Tens,325335
4259,384,0,0,0,T T A 4 2,1P,Pair of Tens,216890
4260,384,0,0,0,T T A 3 2,1P,Pair of Tens,130134
4261,384,10668,124740,787500,T T K Q J,1P,Pair of Tens,17596127
4262,384,10668,124740,765000,T T K Q 9,1P,Pair of Tens,11528497
4263,384,9144,89100,450000,T T K Q 8,1P,Pair of Tens,10314971
4264,384,7620,59400,225000,T T K Q 7,1P,Pair of Tens,7887919
4265,384,6096,35640,90000,T T K Q 6,1P,Pair of Tens,6674393
4266,384,4572,17820,22500,T T K Q 5,1P,Pair of Tens,4247341
4267,384,3048,5940,0,T T K Q 4,1P,Pair of Tens,3033815
4268,384,1524,0,0,T T K Q 3,1P,Pair of Tens,1820289
4269,384,0,0,0,T T K Q 2,1P,Pair of Tens,1213526
4270,384,10668,118800,675000,T T K J 9,1P,Pair of Tens,10784723
4271,384,9144,89100,450000,T T K J 8,1P,Pair of Tens,9649489
4272,384,7620,59400,225000,T T K J 7,1P,Pair of Tens,7379021
4273,384,6096,35640,90000,T T K J 6,1P,Pair of Tens,6243787
4274,384,4572,17820,22500,T T K J 5,1P,Pair of Tens,3973319
4275,384,3048,5940,0,T T K J 4,1P,Pair of Tens,2838085
4276,384,1524,0,0,T T K J 3,1P,Pair of Tens,1702851
4277,384,0,0,0,T T K J 2,1P,Pair of Tens,1135234
4278,384,9144,83160,360000,T T K 9 8,1P,Pair of Tens,6322079
4279,384,7620,59400,225000,T T K 9 7,1P,Pair of Tens,4834531
4280,384,6096,35640,90000,T T K 9 6,1P,Pair of Tens,4090757
4281,384,4572,17820,22500,T T K 9 5,1P,Pair of Tens,2603209
4282,384,3048,5940,0,T T K 9 4,1P,Pair of Tens,1859435
4283,384,1524,0,0,T T K 9 3,1P,Pair of Tens,1115661
4284,384,0,0,0,T T K 9 2,1P,Pair of Tens,743774
4285,384,7620,59400,202500,T T K 8 7,1P,Pair of Tens,4325633
4286,384,6096,35640,90000,T T K 8 6,1P,Pair of Tens,3660151
4287,384,4572,17820,22500,T T K 8 5,1P,Pair of Tens,2329187
4288,384,3048,5940,0,T T K 8 4,1P,Pair of Tens,1663705
4289,384,1524,0,0,T T K 8 3,1P,Pair of Tens,998223
4290,384,0,0,0,T T K 8 2,1P,Pair of Tens,665482
4291,384,6096,35640,67500,T T K 7 6,1P,Pair of Tens,2798939
4292,384,4572,17820,22500,T T K 7 5,1P,Pair of Tens,1781143
4293,384,3048,5940,0,T T K 7 4,1P,Pair of Tens,1272245
4294,384,1524,0,0,T T K 7 3,1P,Pair of Tens,763347
4295,384,0,0,0,T T K 7 2,1P,Pair of Tens,508898
4296,384,4572,17820,0,T T K 6 5,1P,Pair of Tens,1507121
4297,384,3048,5940,0,T T K 6 4,1P,Pair of Tens,1076515
4298,384,1524,0,0,T T K 6 3,1P,Pair of Tens,645909
4299,384,0,0,0,T T K 6 2,1P,Pair of Tens,430606
4300,384,3048,5940,0,T T K 5 4,1P,Pair of Tens,685055
4301,384,1524,0,0,T T K 5 3,1P,Pair of Tens,411033
4302,384,0,0,0,T T K 5 2,1P,Pair of Tens,274022
4303,384,1524,0,0,T T K 4 3,1P,Pair of Tens,293595
4304,384,0,0,0,T T K 4 2,1P,Pair of Tens,195730
4305,384,0,0,0,T T K 3 2,1P,Pair of Tens,117438
4306,384,9144,89100,450000,T T Q J 9,1P,Pair of Tens,9035849
4307,384,9144,89100,450000,T T Q J 8,1P,Pair of Tens,8084707
4308,384,7620,59400,225000,T T Q J 7,1P,Pair of Tens,6182423
4309,384,6096,35640,90000,T T Q J 6,1P,Pair of Tens,5231281
